rank,lemma,pos,count
1096,esperar,VERB,3
1097,hispánico,ADJ,3
1098,característico,ADJ,3
1099,franco,ADJ,3
1100,favorecer,VERB,3
1101,iniciativa,NOUN,3
1102,cronología,PROPN,3
1103,agricultura,PROPN,3
1104,maestro,ADJ,3
1105,hoy,ADV,3
1106,verdadero,ADJ,3
1107,liderado,ADJ,3
1108,mérida,PROPN,3
1109,demostrar,VERB,3
1110,meseta,PROPN,3
1111,bélico,ADJ,3
1112,clásico,ADJ,3
1113,funcionario,NOUN,3
1114,definitivamente,ADV,3
1115,romanización,NOUN,3
1116,profundo,ADJ,3
1117,largo,ADJ,3
1118,ofrecer,VERB,3
1119,romanizado,ADJ,3
1120,vinculación,NOUN,3
1121,conformar,VERB,3
1122,noroeste,NOUN,3
1123,poderoso,ADJ,3
1124,caracterizado,ADJ,3
1125,rebelión,NOUN,3
1126,catolicismo,NOUN,3
1127,impedir,VERB,3
1128,clase,NOUN,3
1129,dirigente,ADJ,3
1130,noble,NOUN,3
1131,facción,NOUN,3
1132,cantábrica,PROPN,3
1133,suscitar,VERB,3
1134,islámico,ADJ,3
1135,muladí,NOUN,3
1136,sublevación,NOUN,3
1137,pequeño,ADJ,3
1138,continuidad,NOUN,3
1139,adoptar,VERB,3
1140,diferenciado,ADJ,3
1141,emirato,PROPN,3
1142,marca,PROPN,3
1143,hispánica,PROPN,3
1144,conde,NOUN,3
1145,evidente,ADJ,3
1146,fortaleza,NOUN,3
1147,tipo,NOUN,3
1148,califato,NOUN,3
1149,casa,PROPN,3
1150,taifa,NOUN,3
1151,fijar,VERB,3
1152,concesión,NOUN,3
1153,figura,NOUN,3
1154,nueva,PROPN,3
1155,jurídico,ADJ,3
1156,zamora,PROPN,3
1157,sucesivamente,ADV,3
1158,división,NOUN,3
1159,repoblación,NOUN,3
1160,heredero,NOUN,3
1161,burgos,PROPN,3
1162,vizcaya,PROPN,3
1163,molina,PROPN,3
1164,sierra,PROPN,3
1165,calatrava,PROPN,3
1166,pleno,ADJ,3
1167,decadencia,NOUN,3
1168,alhambra,PROPN,3
1169,mucho,PRON,3
1170,categoría,NOUN,3
1171,catalán,PROPN,3
1172,enrique,PROPN,3
1173,castellano,ADJ,3
1174,sucesor,NOUN,3
1175,intenso,ADJ,3
1176,disputa,NOUN,3
1177,representativo,ADJ,3
1178,tradicional,ADJ,3
1179,estallar,VERB,3
1180,burguesía,NOUN,3
1181,mediados,NOUN,3
1182,creciente,ADJ,3
1183,vicente,PROPN,3
1184,masivo,ADJ,3
1185,creación,NOUN,3
1186,imperio,PROPN,3
1187,monarquía,PROPN,3
1188,expulsión,NOUN,3
1189,vencer,VERB,3
1190,fracaso,NOUN,3
1191,alemán,ADJ,3
1192,hermano,NOUN,3
1193,austria,PROPN,3
1194,flandes,PROPN,3
1195,austrias,PROPN,3
1196,conflicto,NOUN,3
1197,países,PROPN,3
1198,bajos,PROPN,3
1199,causar,VERB,3
1200,americano,ADJ,3
1201,borbón,PROPN,3
1202,familia,PROPN,3
1203,xviii,NOUN,3
1204,absolutismo,NOUN,3
1205,foral,ADJ,3
1206,ministro,NOUN,3
1207,contemporánea,PROPN,3
1208,restauración,PROPN,3
1209,liberal,NOUN,3
1210,barrio,NOUN,3
1211,coruña,PROPN,3
1212,favor,NOUN,3
1213,manuel,PROPN,3
1214,elaborar,VERB,3
1215,liberal,ADJ,3
1216,experimentar,VERB,3
1217,esfuerzo,NOUN,3
1218,cuba,PROPN,3
1219,político,NOUN,3
1220,semana,NOUN,3
1221,explosión,NOUN,3
1222,cesión,NOUN,3
1223,obligar,VERB,3
1224,abandonar,VERB,3
1225,convocar,VERB,3
1226,rechazo,NOUN,3
1227,exponente,NOUN,3
1228,parlamento,PROPN,3
1229,basar,VERB,3
1230,independentista,ADJ,3
1231,febrero,NOUN,3
1232,primo,PROPN,3
1233,rivera,PROPN,3
1234,agitación,NOUN,3
1235,aznar,PROPN,3
1236,sufragio,NOUN,3
1237,celebración,NOUN,3
1238,candidatura,NOUN,3
1239,segunda,PROPN,3
1240,otra,NOUN,3
1241,reforma,NOUN,3
1242,sublevado,NOUN,3
1243,jefe,NOUN,3
1244,aislamiento,NOUN,3
1245,obstante,NOUN,3
1246,franquista,ADJ,3
1247,estabilización,NOUN,3
1248,nombrar,VERB,3
1249,emigrante,NOUN,3
1250,ley,NOUN,3
1251,ucd,PROPN,3
1252,simple,ADJ,3
1253,votación,NOUN,3
1254,investidura,NOUN,3
1255,terrorismo,NOUN,3
1256,partido,PROPN,3
1257,bienestar,NOUN,3
1258,estadounidense,ADJ,3
1259,peseta,NOUN,3
1260,cercanía,NOUN,3
1261,considerable,ADJ,3
1262,convertir él,VERB,3
1263,mariano,PROPN,3
1264,armado,ADJ,3
1265,entrada,NOUN,3
1266,acompañado,ADJ,3
1267,nación,PROPN,3
1268,autonomía,NOUN,3
1269,representación,NOUN,3
1270,aquel,PRON,3
1271,política,ADJ,3
1272,elegido,ADJ,3
1273,legislativo,ADJ,3
1274,mixto,ADJ,3
1275,mayoritario,ADJ,3
1276,judicial,ADJ,3
1277,juez,NOUN,3
1278,exclusivo,ADJ,3
1279,recurso,NOUN,3
1280,audiencia,PROPN,3
1281,relaciones,PROPN,3
1282,articular,VERB,3
1283,seguridad,PROPN,3
1284,defensa,PROPN,3
1285,natural,ADJ,3
1286,sentido,NOUN,3
1287,lazo,NOUN,3
1288,cooperación,NOUN,3
1289,puente,NOUN,3
1290,educación,PROPN,3
1291,ciencia,PROPN,3
1292,presupuesto,NOUN,3
1293,ejército,PROPN,3
1294,necesidad,NOUN,3
1295,estar,VERB,3
1296,infantería,PROPN,3
1297,efectivo,NOUN,3
1298,obligatorio,ADJ,3
1299,tendencia,NOUN,3
1300,apenas,ADV,3
1301,airbus,PROPN,3
1302,despliegue,NOUN,3
1303,desarrollar,VERB,3
1304,tecnológico,ADJ,3
1305,compañía,NOUN,3
1306,séptimo,ADJ,3
1307,internacional,PROPN,3
1308,comité,PROPN,3
1309,información,NOUN,3
1310,administrativo,ADJ,3
1311,provincial,ADJ,3
1312,considerado,ADJ,3
1313,todavía,ADV,3
1314,financiero,ADJ,3
1315,bastante,ADV,3
1316,británico,ADJ,3
1317,olivenza,PROPN,3
1318,comarca,NOUN,3
1319,archipiélago,NOUN,3
1320,ninguno,DET,3
1321,marroquí,ADJ,3
1322,administradoro,ADJ,3
1323,transferir,VERB,3
1324,causa,NOUN,3
1325,pues,NOUN,3
1326,otorgar,VERB,3
1327,km,NOUN,3
1328,cantábrico,PROPN,3
1329,verano,NOUN,3
1330,almería,PROPN,3
1331,registrar,VERB,3
1332,superficie,NOUN,3
1333,objetivo,NOUN,3
1334,relieve,NOUN,3
1335,representado,ADJ,3
1336,islas,PROPN,3
1337,extender,VERB,3
1338,utilizar,VERB,3
1339,instituto,PROPN,3
1340,distribución,NOUN,3
1341,paralelo,NOUN,3
1342,existencia,NOUN,3
1343,áreas,PROPN,3
1344,vivienda,PROPN,3
1345,vecino,ADJ,3
1346,negativo,ADJ,3
1347,oficialmente,ADV,3
1348,laboral,ADJ,3
1349,proporción,NOUN,3
1350,pobreza,NOUN,3
1351,renta,NOUN,3
1352,debajo,ADV,3
1353,textil,ADJ,3
1354,secundario,ADJ,3
1355,registrado,ADJ,3
1356,cuenta,NOUN,3
1357,primario,ADJ,3
1358,aceite,NOUN,3
1359,básico,ADJ,3
1360,cerdo,NOUN,3
1361,papel,NOUN,3
1362,volumen,NOUN,3
1363,extracción,NOUN,3
1364,metálico,ADJ,3
1365,carbón,NOUN,3
1366,santander,PROPN,3
1367,industria,PROPN,3
1368,alimentación,NOUN,3
1369,transporte,NOUN,3
1370,invertir,VERB,3
1371,cifrar,VERB,3
1372,dominante,ADJ,3
1373,banco,NOUN,3
1374,turismo,PROPN,3
1375,destino,NOUN,3
1376,extraordinario,ADJ,3
1377,superado,ADJ,3
1378,mw,PROPN,3
1379,próximo,ADJ,3
1380,doble,ADJ,3
1381,aena,PROPN,3
1382,autovía,NOUN,3
1383,disponible,ADJ,3
1384,móvil,NOUN,3
1385,telefónica,PROPN,3
1386,telecomunicación,NOUN,3
1387,fibra,NOUN,3
1388,óptico,ADJ,3
1389,vodafone,PROPN,3
1390,monumento,NOUN,3
1391,promover,VERB,3
1392,específico,ADJ,3
1393,diego,PROPN,3
1394,velázquez,PROPN,3
1395,prado,PROPN,3
1396,gallego,ADJ,3
1397,modernismo,NOUN,3
1398,estatutos,PROPN,3
1399,regular,VERB,3
1400,nunca,ADV,3
1401,nulo,ADJ,3
1402,afirmar,VERB,3
1403,encuestado,NOUN,3
1404,arquitectura,PROPN,3
1405,arquitectónico,ADJ,3
1406,fiesta,NOUN,3
1407,señor,PROPN,3
1408,estatus,NOUN,3
1409,fala,NOUN,3
1410,religión,PROPN,3
1411,creyente,ADJ,3
1412,católico,NOUN,3
1413,radio,PROPN,3
1414,televisión,NOUN,3
1415,canal,NOUN,3
1416,formalmente,ADV,2
1417,soberano,ADJ,2
1418,transcontinental,ADJ,2
1419,constituido,ADJ,2
1420,ubicado,ADJ,2
1421,suroeste,NOUN,2
1422,islot,ADJ,2
1423,compar,VERB,2
1424,nativo,ADJ,2
1425,hasta,ADV,2
1426,heredera,VERB,2
1427,esperanza,NOUN,2
1428,pertenencia,NOUN,2
1429,iberoamericanos,PROPN,2
1430,incluido,ADJ,2
1431,facto,NOUN,2
1432,yacimiento,NOUN,2
1433,península,PROPN,2
1434,xv,NOUN,2
1435,anexión,NOUN,2
1436,ultramar,VERB,2
1437,hispanoamérica,PROPN,2
1438,fallido,ADJ,2
1439,promulgación,NOUN,2
1440,derivo,ADJ,2
1441,iberia,PROPN,2
1442,raíz,NOUN,2
1443,milenio,NOUN,2
1444,cristo,PROPN,2
1445,civilización,NOUN,2
1446,expandir,VERB,2
1447,fundar,VERB,2
1448,gadir,PROPN,2
1449,vencido,NOUN,2
1450,interpretar,VERB,2
1451,costa,PROPN,2
1452,tierra,PROPN,2
1453,traducir,VERB,2
1454,animal,NOUN,2
1455,extendido,ADJ,2
1456,césar,PROPN,2
1457,adriano,PROPN,2
1458,figurar,VERB,2
1459,jesús,PROPN,2
1460,gramática,PROPN,2
1461,fenicia,NOUN,2
1462,forjar,VERB,2
1463,aceptado,ADJ,2
1464,preciso,ADJ,2
1465,hipótesis,NOUN,2
1466,relacionado,ADJ,2
1467,nebrija,PROPN,2
1468,unamuno,PROPN,2
1469,legendario,ADJ,2
1470,evolución,PROPN,2
1471,hispaniae,PROPN,2
1472,oh,PROPN,2
1473,india,PROPN,2
1474,ahora,ADV,2
1475,orbe,NOUN,2
1476,glorioso,ADJ,2
1477,godo,ADJ,2
1478,justicia,NOUN,2
1479,abundancia,NOUN,2
1480,cosa,NOUN,2
1481,cosecha,NOUN,2
1482,roma,PROPN,2
1483,tesoro,NOUN,2
1484,santo,PROPN,2
1485,vándalo,NOUN,2
1486,suevo,ADJ,2
1487,regular,ADJ,2
1488,latín,NOUN,2
1489,tardío,ADJ,2
1490,considerar él,VERB,2
1491,evolución,NOUN,2
1492,renacimiento,PROPN,2
1493,inestable,ADJ,2
1494,delimitación,NOUN,2
1495,rey,PROPN,2
1496,leovigildo,PROPN,2
1497,gallaecia,PROPN,2
1498,culminado,ADJ,2
1499,spaniae,PROPN,2
1500,calificar,VERB,2
1501,ispaniae,PROPN,2
1502,estoria,PROPN,2
1503,transformar,VERB,2
1504,quién,PRON,2
1505,usar,VERB,2
1506,qué,DET,2
1507,recoger,VERB,2
1508,sublevar,VERB,2
1509,ordoño,PROPN,2
1510,sobrarbe,PROPN,2
1511,ribagorza,PROPN,2
1512,xii,NOUN,2
1513,urraca,PROPN,2
1514,evolucionar,VERB,2
1515,lengua,ADJ,2
1516,frecuente,ADJ,2
1517,importar,VERB,2
1518,ix,NOUN,2
1519,compostela,PROPN,2
1520,visitante,NOUN,2
1521,grafía,NOUN,2
1522,promocionar,VERB,2
1523,estabilizar,VERB,2
1524,tal,PRON,2
1525,publicado,ADJ,2
1526,edición,NOUN,2
1527,asegurar,VERB,2
1528,ser,PROPN,2
1529,prehistoria,PROPN,2
1530,antigua,PROPN,2
1531,cueva,NOUN,2
1532,altamira,PROPN,2
1533,completo,ADJ,2
1534,identificar,VERB,2
1535,culminar,VERB,2
1536,localización,NOUN,2
1537,favorable,ADJ,2
1538,agrícola,ADJ,2
1539,minero,ADJ,2
1540,tartessos,PROPN,2
1541,contacto,NOUN,2
1542,fundación,NOUN,2
1543,evidencia,NOUN,2
1544,arqueológico,ADJ,2
1545,estrecho,NOUN,2
1546,controlar,VERB,2
1547,desaparición,NOUN,2
1548,púnico,ADJ,2
1549,cartaginés,ADJ,2
1550,barca,PROPN,2
1551,unesco,PROPN,2
1552,rápido,ADJ,2
1553,sometimiento,NOUN,2
1554,exigir,VERB,2
1555,enfrentar él,VERB,2
1556,asesinado,ADJ,2
1557,augusto,PROPN,2
1558,asentado,ADJ,2
1559,astur,ADJ,2
1560,hispanorromana,ADJ,2
1561,completamente,ADV,2
1562,resistir,VERB,2
1563,modo,NOUN,2
1564,recesvinto,PROPN,2
1565,invadir,VERB,2
1566,igualmente,ADV,2
1567,significación,NOUN,2
1568,tolosa,PROPN,2
1569,derrotar,VERB,2
1570,suevo,NOUN,2
1571,sujeción,NOUN,2
1572,sureste,NOUN,2
1573,conceder,VERB,2
1574,conversión,NOUN,2
1575,hispanorromano,NOUN,2
1576,árabe,NOUN,2
1577,cruzar,VERB,2
1578,estrecho,PROPN,2
1579,decisivo,ADJ,2
1580,imposición,NOUN,2
1581,capital,ADJ,2
1582,control,NOUN,2
1583,septimania,PROPN,2
1584,noreste,NOUN,2
1585,frenar,VERB,2
1586,controlado,ADJ,2
1587,vascón,NOUN,2
1588,sometido,ADJ,2
1589,tampoco,ADV,2
1590,permanecer,VERB,2
1591,fiel,ADJ,2
1592,mozárab,NOUN,2
1593,oviedo,PROPN,2
1594,pelayo,PROPN,2
1595,intento,NOUN,2
1596,reducto,NOUN,2
1597,historiografía,NOUN,2
1598,resolver,VERB,2
1599,reivindicación,NOUN,2
1600,interpretación,NOUN,2
1601,inicio,NOUN,2
1602,marca,NOUN,2
1603,límite,NOUN,2
1604,pirenaico,ADJ,2
1605,organizar,VERB,2
1606,alianza,NOUN,2
1607,dinastía,NOUN,2
1608,paulatinamente,ADV,2
1609,transmisión,NOUN,2
1610,renovar,VERB,2
1611,vasallaje,NOUN,2
1612,abderramán,PROPN,2
1613,omeya,PROPN,2
1614,califato,PROPN,2
1615,desafiar,VERB,2
1616,jornada,NOUN,2
1617,ibn,PROPN,2
1618,capaz,ADJ,2
1619,pretensión,NOUN,2
1620,allá,ADV,2
1621,norteafricano,ADJ,2
1622,letra,NOUN,2
1623,subir,VERB,2
1624,laico,ADJ,2
1625,eclesiástico,ADJ,2
1626,personalidad,NOUN,2
1627,predominio,NOUN,2
1628,reino,ADJ,2
1629,sancho,PROPN,2
1630,mayor,PROPN,2
1631,leonés,ADJ,2
1632,suficiente,ADJ,2
1633,distribuir,VERB,2
1634,rango,NOUN,2
1635,tajo,PROPN,2
1636,fuero,NOUN,2
1637,consorte,NOUN,2
1638,vincular,VERB,2
1639,berenguer,PROPN,2
1640,mar,PROPN,2
1641,vitoria,PROPN,2
1642,añadir,VERB,2
1643,morena,PROPN,2
1644,órden,NOUN,2
1645,alcántara,PROPN,2
1646,universidad,PROPN,2
1647,simultáneo,ADJ,2
1648,palacio,NOUN,2
1649,jaén,PROPN,2
1650,mallorca,PROPN,2
1651,matrimonial,ADJ,2
1652,densamente,ADV,2
1653,habitado,ADJ,2
1654,judío,NOUN,2
1655,escuela,NOUN,2
1656,valladolid,PROPN,2
1657,baja,PROPN,2
1658,mapa,PROPN,2
1659,contenido,ADJ,2
1660,atlas,PROPN,2
1661,libro,NOUN,2
1662,atlántico,ADJ,2
1663,acción,NOUN,2
1664,sur,PROPN,2
1665,ciclo,NOUN,2
1666,desatar,VERB,2
1667,castellana,PROPN,2
1668,trastámara,PROPN,2
1669,martín,PROPN,2
1670,representante,NOUN,2
1671,nápoles,PROPN,2
1672,católicos,PROPN,2
1673,constitución,NOUN,2
1674,real,ADJ,2
1675,duro,ADJ,2
1676,auge,NOUN,2
1677,nobleza,NOUN,2
1678,subida,NOUN,2
1679,conflictividad,NOUN,2
1680,verde,ADJ,2
1681,bando,NOUN,2
1682,apoyar,VERB,2
1683,incrementar,VERB,2
1684,casa,NOUN,2
1685,inglaterra,PROPN,2
1686,habsburgo,PROPN,2
1687,recientemente,ADV,2
1688,colonial,ADJ,2
1689,comunidades,PROPN,2
1690,triunfo,NOUN,2
1691,idea,NOUN,2
1692,causado,ADJ,2
1693,viena,PROPN,2
1694,inglés,NOUN,2
1695,armada,PROPN,2
1696,alteración,NOUN,2
1697,integración,NOUN,2
1698,reinado,ADJ,2
1699,despoblación,NOUN,2
1700,revolución,NOUN,2
1701,afectar,VERB,2
1702,entrar,VERB,2
1703,crítico,ADJ,2
1704,andaluz,ADJ,2
1705,utrecht,PROPN,2
1706,beneficio,NOUN,2
1707,adaptar,VERB,2
1708,únicamente,ADV,2
1709,vasco,ADJ,2
1710,procurar,VERB,2
1711,sustitución,NOUN,2
1712,ilustrado,ADJ,2
1713,corte,NOUN,2
1714,hispanoamericana,PROPN,2
1715,goya,PROPN,2
1716,salvador,PROPN,2
1717,agra,PROPN,2
1718,orzán,PROPN,2
1719,napoleón,PROPN,2
1720,promulgar,VERB,2
1721,liberal,PROPN,2
1722,puerto,PROPN,2
1723,rico,PROPN,2
1724,existente,ADJ,2
1725,absolutista,ADJ,2
1726,mujer,NOUN,2
1727,uss,PROPN,2
1728,maine,PROPN,2
1729,habana,PROPN,2
1730,alternancia,NOUN,2
1731,moderado,ADJ,2
1732,pronunciamiento,NOUN,2
1733,pacífico,ADJ,2
1734,electoral,ADJ,2
1735,monárquico,ADJ,2
1736,prim,PROPN,2
1737,amadeo,PROPN,2
1738,breve,ADJ,2
1739,mencionado,ADJ,2
1740,primera,PROPN,2
1741,once,NUM,2
1742,etapa,NOUN,2
1743,comenzado,ADJ,2
1744,xii,PROPN,2
1745,estabilidad,NOUN,2
1746,cánovas,PROPN,2
1747,mateo,PROPN,2
1748,cristina,PROPN,2
1749,incidente,NOUN,2
1750,norteamericano,ADJ,2
1751,desastre,PROPN,2
1752,marcha,NOUN,2
1753,agudizar,VERB,2
1754,septiembre,NOUN,2
1755,aceptar,VERB,2
1756,sumado,ADJ,2
1757,difícil,ADJ,2
1758,marchar,VERB,2
1759,parís,PROPN,2
1760,dámaso,PROPN,2
1761,instauración,NOUN,2
1762,mismo,PRON,2
1763,aplicar,VERB,2
1764,militar,NOUN,2
1765,ampliar,VERB,2
1766,parcial,ADJ,2
1767,supremo,ADJ,2
1768,soporte,NOUN,2
1769,dictador,NOUN,2
1770,represión,NOUN,2
1771,exilio,NOUN,2
1772,ciento,NUM,2
1773,condenar,VERB,2
1774,eje,PROPN,2
1775,aliado,NOUN,2
1776,años,NOUN,2
1777,firma,NOUN,2
1778,instalación,NOUN,2
1779,conjunto,ADJ,2
1780,poner,VERB,2
1781,plan,NOUN,2
1782,apertura,NOUN,2
1783,masa,NOUN,2
1784,obtenido,ADJ,2
1785,centro,PROPN,2
1786,interno,ADJ,2
1787,leopoldo,PROPN,2
1788,elemento,NOUN,2
1789,tardofranquista,ADJ,2
1790,legislatura,NOUN,2
1791,económica,PROPN,2
1792,permanencia,NOUN,2
1793,huelga,NOUN,2
1794,pensamiento,NOUN,2
1795,estancamiento,NOUN,2
1796,descender,VERB,2
1797,imagen,NOUN,2
1798,anticipado,ADJ,2
1799,concejal,NOUN,2
1800,ermua,PROPN,2
1801,ángel,PROPN,2
1802,cumplir,VERB,2
1803,acabar,VERB,2
1804,escalada,NOUN,2
1805,ataque,NOUN,2
1806,afganistán,PROPN,2
1807,irak,PROPN,2
1808,opinión,NOUN,2
1809,sustituir,VERB,2
1810,monetario,ADJ,2
1811,requerir,VERB,2
1812,mano,NOUN,2
1813,m,PROPN,2
1814,yihadista,ADJ,2
1815,definitivo,ADJ,2
1816,quinto,ADJ,2
1817,vivo,ADJ,2
1818,eje,NOUN,2
1819,agua,NOUN,2
1820,recesión,PROPN,2
1821,presupuestario,ADJ,2
1822,rescate,NOUN,2
1823,bancario,ADJ,2
1824,agosto,NOUN,2
1825,moción,NOUN,2
1826,censura,NOUN,2
1827,sufrir,VERB,2
1828,sexto,ADJ,2
1829,residir,VERB,2
1830,nacionalidad,NOUN,2
1831,integrar,VERB,2
1832,asumir,VERB,2
1833,salvo,ADP,2
1834,dado,NOUN,2
1835,ejecutivo,ADJ,2
1836,interior,ADJ,2
1837,potestad,NOUN,2
1838,votar,VERB,2
1839,preelectoral,ADJ,2
1840,escaño,NOUN,2
1841,respaldo,NOUN,2
1842,escrutinio,NOUN,2
1843,plurinominal,ADJ,2
1844,designado,ADJ,2
1845,senador,NOUN,2
1846,tribunal,NOUN,2
1847,constitucional,PROPN,2
1848,moncloa,PROPN,2
1849,presidente,PROPN,2
1850,convento,PROPN,2
1851,salesas,PROPN,2
1852,reales,PROPN,2
1853,exteriores,PROPN,2
1854,restauración,NOUN,2
1855,ampliación,NOUN,2
1856,comunitario,ADJ,2
1857,común,PROPN,2
1858,iberoamérica,PROPN,2
1859,empresarial,ADJ,2
1860,argelia,PROPN,2
1861,cooperación,PROPN,2
1862,financiación,NOUN,2
1863,responsable,NOUN,2
1864,establecido,ADJ,2
1865,octavo,ADJ,2
1866,integridad,NOUN,2
1867,arma,NOUN,2
1868,integrante,ADJ,2
1869,reciente,ADJ,2
1870,misión,NOUN,2
1871,u,CCONJ,2
1872,marina,PROPN,2
1873,regimiento,PROPN,2
1874,activo,NOUN,2
1875,reserva,NOUN,2
1876,mínimo,ADJ,2
1877,ingresar,VERB,2
1878,varios,PRON,2
1879,base,PROPN,2
1880,fabricar,VERB,2
1881,aeroespacial,ADJ,2
1882,humanos,NOUN,2
1883,carta,PROPN,2
1884,humanos,PROPN,2
1885,estatus,PROPN,2
1886,cat,PROPN,2
1887,convención,PROPN,2
1888,eliminación,PROPN,2
1889,discriminación,PROPN,2
1890,racial,PROPN,2
1891,comisión,PROPN,2
1892,clasificado,ADJ,2
1893,sui,PROPN,2
1894,descentralizado,ADJ,2
1895,gestionar,VERB,2
1896,excepción,NOUN,2
1897,equipado,ADJ,2
1898,policial,ADJ,2
1899,operativo,ADJ,2
1900,gobernado,ADJ,2
1901,sacar,VERB,2
1902,ayuntamiento,NOUN,2
1903,municipios,PROPN,2
1904,compartido,ADJ,2
1905,allí,ADV,2
1906,descolonizador,ADJ,2
1907,respetar,VERB,2
1908,deseo,NOUN,2
1909,badajoz,PROPN,2
1910,unido,ADJ,2
1911,cercano,ADJ,2
1912,renunciar,VERB,2
1913,iure,NOUN,2
1914,tripartito,PROPN,2
1915,sáhara,PROPN,2
1916,arreglo,NOUN,2
1917,potencia,PROPN,2
1918,transferencia,NOUN,2
1919,cierto,ADJ,2
1920,geografía,PROPN,2
1921,fuera,ADV,2
1922,constar,VERB,2
1923,peñón,NOUN,2
1924,gomera,PROPN,2
1925,este,NOUN,2
1926,clima,PROPN,2
1927,litoral,PROPN,2
1928,semiárido,ADJ,2
1929,oceánico,PROPN,2
1930,montaña,NOUN,2
1931,diverso,ADJ,2
1932,suave,ADJ,2
1933,invierno,NOUN,2
1934,irregular,ADJ,2
1935,cordillera,PROPN,2
1936,montes,PROPN,2
1937,sistema,PROPN,2
1938,béticas,PROPN,2
1939,frío,NOUN,2
1940,mm,NOUN,2
1941,ambiente,NOUN,2
1942,medioambiental,ADJ,2
1943,protocolo,PROPN,2
1944,reducción,NOUN,2
1945,afectado,ADJ,2
1946,seco,NOUN,2
1947,seco,ADJ,2
1948,lucha,NOUN,2
1949,contaminación,NOUN,2
1950,prematuro,ADJ,2
1951,csic,PROPN,2
1952,relieve,PROPN,2
1953,pico,NOUN,2
1954,teide,PROPN,2
1955,m,CCONJ,2
1956,altura,NOUN,2
1957,promedio,NOUN,2
1958,pico,PROPN,2
1959,monte,PROPN,2
1960,perdido,PROPN,2
1961,sección,NOUN,2
1962,extracto,NOUN,2
1963,bosque,NOUN,2
1964,factor,NOUN,2
1965,planta,NOUN,2
1966,fauna,PROPN,2
1967,fauna,NOUN,2
1968,deber,VERB,2
1969,canario,ADJ,2
1970,ubicación,NOUN,2
1971,adelantar,VERB,2
1972,correspondiente,ADJ,2
1973,minuto,NOUN,2
1974,estadística,PROPN,2
1975,nacer,VERB,2
1976,impulso,NOUN,2
1977,éxodo,NOUN,2
1978,piso,NOUN,2
1979,contrastar,VERB,2
1980,laponia,PROPN,2
1981,entorno,NOUN,2
1982,negocio,NOUN,2
1983,repercusión,NOUN,2
1984,inmigrante,ADJ,2
1985,individuo,NOUN,2
1986,residual,ADJ,2
1987,usd,PROPN,2
1988,calidad,NOUN,2
1989,paga,NOUN,2
1990,semanal,ADJ,2
1991,cada,NUM,2
1992,restante,ADJ,2
1993,propietario,NOUN,2
1994,arrojar,VERB,2
1995,recesión,NOUN,2
1996,acero,NOUN,2
1997,textil,NOUN,2
1998,agricultura,NOUN,2
1999,cultivo,NOUN,2
2000,acaparar,VERB,2
2001,litoral,NOUN,2
2002,proyecto,NOUN,2
2003,combinado,ADJ,2
2004,huerta,NOUN,2
2005,jamón,NOUN,2
2006,célebr,NOUN,2
2007,ganadería,NOUN,2
2008,forestal,ADJ,2
2009,cubrir,VERB,2
2010,captura,NOUN,2
2011,huelva,PROPN,2
2012,minería,NOUN,2
2013,roca,NOUN,2
2014,progresivo,ADJ,2
2015,obligado,ADJ,2
2016,hierro,NOUN,2
2017,distancia,NOUN,2
2018,motor,NOUN,2
2019,calzado,NOUN,2
2020,material,NOUN,2
2021,reducir él,VERB,2
2022,fabricado,ADJ,2
2023,destinado,ADJ,2
2024,automovilístico,ADJ,2
2025,seat,PROPN,2
2026,talgo,PROPN,2
2027,tranvía,NOUN,2
2028,integral,ADJ,2
2029,siderúrgico,ADJ,2
2030,fondo,NOUN,2
2031,moda,NOUN,2
2032,éxito,NOUN,2
2033,palma,PROPN,2
2034,astronómico,ADJ,2
2035,innovación,NOUN,2
2036,sebastián,PROPN,2
2037,duplicar,VERB,2
2038,monto,NOUN,2
2039,producto,PROPN,2
2040,porcentaje,PROPN,2
2041,bienes,PROPN,2
2042,productos,PROPN,2
2043,automóvil,VERB,2
2044,importado,ADJ,2
2045,total,ADJ,2
2046,tabaco,NOUN,2
2047,socio,NOUN,2
2048,corriente,ADJ,2
2049,ininterrumpido,ADJ,2
2050,netamente,ADV,2
2051,viaje,NOUN,2
2052,estratégico,ADJ,2
2053,escasez,NOUN,2
2054,gestionado,ADJ,2
2055,conectar,VERB,2
2056,penetración,NOUN,2
2057,paralelo,ADV,2
2058,proporcionar,VERB,2
2059,central,NOUN,2
2060,transporte,PROPN,2
2061,mejor,ADJ,2
2062,dotación,NOUN,2
2063,aeroportuario,ADJ,2
2064,aerolínea,NOUN,2
2065,carga,NOUN,2
2066,prat,PROPN,2
2067,absorber,VERB,2
2068,hub,NOUN,2
2069,conexión,NOUN,2
2070,construido,ADJ,2
2071,renfe,PROPN,2
2072,coste,NOUN,2
2073,segmento,NOUN,2
2074,libre,ADJ,2
2075,autovía,ADJ,2
2076,convencional,ADJ,2
2077,algeciras,PROPN,2
2078,oferta,NOUN,2
2079,hogar,NOUN,2
2080,satélite,ADJ,2
2081,internet,PROPN,2
2082,móvil,ADJ,2
2083,g,PROPN,2
2084,demarcación,NOUN,2
2085,donación,NOUN,2
2086,música,PROPN,2
2087,meninas,PROPN,2
2088,templo,NOUN,2
2089,pablo,PROPN,2
2090,picasso,PROPN,2
2091,prerrománico,ADJ,2
2092,pintor,NOUN,2
